dataset,method,aggregation,depth,accuracy,accuracy_std,nodes,predicate_literals,mean_axp_length,runtime,runs
hepatitis,horn,depth_mean_across_runs,5,0.8024390243902438,0.046632944389268245,23.4,22.4,4.780487804878049,0.0020331921999999997,10
hepatitis,horn,depth_mean_across_runs,7,0.8048780487804879,0.0459906849552226,26.0,25.0,4.8585365853658535,0.0022386631,10
hepatitis,square2cnf,depth_mean_across_runs,5,0.8024390243902438,0.046632944389268245,23.4,44.8,5.541463414634146,0.0114438298,10
hepatitis,square2cnf,depth_mean_across_runs,7,0.8048780487804879,0.0459906849552226,26.0,50.0,5.626829268292683,0.012508441300000001,10
hepatitis,unary,depth_mean_across_runs,5,0.8,0.0457023392603421,26.2,12.6,3.2365853658536587,0.0022837448,10
hepatitis,unary,depth_mean_across_runs,7,0.7829268292682927,0.06748457225836466,32.2,15.6,3.831707317073171,0.002108198,10
hypothyroid,affine,depth_mean_across_runs,5,0.9788501026694046,0.00242960155363432,31.4,36.3,3.6635523613963037,0.0456533356,10
hypothyroid,affine,depth_mean_across_runs,7,0.9777207392197125,0.002739988898185941,62.0,70.7,4.427207392197126,0.0819998829,10
hypothyroid,antihorn,depth_mean_across_runs,5,0.9786447638603697,0.0024583552356013845,30.4,29.4,3.1924024640657085,0.014352753800000001,10
hypothyroid,antihorn,depth_mean_across_runs,7,0.9759753593429158,0.005080723767254097,54.8,53.8,3.4902464065708423,0.0206721102,10
hypothyroid,horn,depth_mean_across_runs,5,0.9785420944558523,0.0025815225414984556,30.4,29.4,3.1840862422997946,0.015759224,10
hypothyroid,horn,depth_mean_across_runs,7,0.9758726899383984,0.005081876250827339,54.8,53.8,3.4815195071868588,0.0203127424,10
hypothyroid,square2cnf,depth_mean_across_runs,5,0.9785420944558523,0.0025815225414984556,30.4,58.8,3.4144763860369607,0.07803272559999999,10
hypothyroid,square2cnf,depth_mean_across_runs,7,0.9758726899383984,0.005081876250827339,54.6,107.2,3.6861396303901435,0.1380106134,10
hypothyroid,unary,depth_mean_across_runs,5,0.9798767967145791,0.003325108227649906,30.6,14.8,1.832340862422998,0.0093439857,10
hypothyroid,unary,depth_mean_across_runs,7,0.9793634496919917,0.0030781802630758166,54.0,26.5,2.0308008213552364,0.011787379800000001,10
ionosphere,affine,depth_mean_across_runs,5,0.8657142857142857,0.030267140156325166,24.6,30.6,8.50952380952381,0.0157542315,10
ionosphere,affine,depth_mean_across_runs,7,0.8685714285714287,0.033536794022207654,33.2,42.5,10.711428571428572,0.0205378963,10
ionosphere,antihorn,depth_mean_across_runs,5,0.8609523809523809,0.03212472543663114,27.0,26.0,5.434285714285714,0.0183966257,10
ionosphere,antihorn,depth_mean_across_runs,7,0.8647619047619047,0.03262281289819714,30.6,29.6,5.615238095238095,0.019533778199999997,10
ionosphere,horn,depth_mean_across_runs,5,0.8609523809523809,0.03212472543663114,27.0,26.0,5.386666666666667,0.018382736,10
ionosphere,horn,depth_mean_across_runs,7,0.8647619047619047,0.03262281289819714,30.6,29.6,5.568571428571429,0.0192623467,10
ionosphere,square2cnf,depth_mean_across_runs,5,0.8619047619047618,0.03214040751002633,27.0,52.0,6.388571428571429,0.0349543974,10
ionosphere,square2cnf,depth_mean_across_runs,7,0.8657142857142857,0.03312862310652589,30.4,58.8,6.562857142857143,0.0380219862,10
ionosphere,unary,depth_mean_across_runs,5,0.8647619047619047,0.020961998754564032,25.4,12.2,3.6142857142857148,0.0238010015,10
ionosphere,unary,depth_mean_across_runs,7,0.8666666666666666,0.016187363535215174,35.0,17.0,4.3914285714285715,0.031746339,10
kr-vs-kp,affine,depth_mean_across_runs,5,0.9519290928050053,0.011459216706301754,30.4,33.8,6.102919708029197,0.043711610299999995,10
kr-vs-kp,affine,depth_mean_across_runs,7,0.9883211678832117,0.00515081920134649,55.8,64.5,7.59895724713243,0.0757816605,10
kr-vs-kp,antihorn,depth_mean_across_runs,5,0.9636079249217936,0.009215245503768803,25.6,24.6,3.5258602711157456,0.014049085,10
kr-vs-kp,antihorn,depth_mean_across_runs,7,0.9937434827945776,0.003963070646851338,47.6,46.6,4.776538060479666,0.019766256,10
kr-vs-kp,horn,depth_mean_across_runs,5,0.9635036496350364,0.009063889336395735,25.6,24.6,3.8583941605839414,0.014011987200000001,10
kr-vs-kp,horn,depth_mean_across_runs,7,0.9941605839416058,0.0029575317881379887,47.8,46.8,4.801564129301356,0.0197106165,10
kr-vs-kp,square2cnf,depth_mean_across_runs,5,0.965067778936392,0.005523200758453481,25.6,49.2,4.858289885297184,0.0757754179,10
kr-vs-kp,square2cnf,depth_mean_across_runs,7,0.9937434827945776,0.00230561334053204,46.6,91.2,6.0958289885297186,0.1260472054,10
kr-vs-kp,unary,depth_mean_across_runs,5,0.9393117831074035,0.0031011064335343696,18.6,8.8,2.176538060479666,0.0082592452,10
kr-vs-kp,unary,depth_mean_across_runs,7,0.9647549530761209,0.005664664243993987,35.4,17.2,3.319186652763295,0.0103291976,10
letter,affine,depth_mean_across_runs,5,0.9754166666666666,0.002448544541226589,31.0,33.8,3.126333333333333,0.260081781,10
letter,affine,depth_mean_across_runs,7,0.9874499999999999,0.0010571625194797203,64.8,75.7,6.055266666666666,0.48675922419999995,10
letter,antihorn,depth_mean_across_runs,5,0.9876833333333334,0.0016033337183337056,46.2,45.2,4.203799999999999,0.2685084794,10
letter,antihorn,depth_mean_across_runs,7,0.9903833333333333,0.0011601670803469853,99.6,98.6,6.012449999999999,0.40922189070000003,10
letter,horn,depth_mean_across_runs,5,0.9876833333333334,0.0016033337183337056,46.2,45.2,4.324916666666667,0.26701798860000003,10
letter,horn,depth_mean_across_runs,7,0.9903833333333333,0.0011601670803469853,99.6,98.6,6.300166666666667,0.4143074579,10
letter,square2cnf,depth_mean_across_runs,5,0.9876833333333334,0.0016033337183337056,46.2,90.4,5.04045,0.989026621,10
letter,square2cnf,depth_mean_across_runs,7,0.9904,0.0011471919554790731,99.6,197.2,7.410466666666667,1.9714103017,10
letter,unary,depth_mean_across_runs,5,0.9746166666666667,0.00169066062038874,36.0,17.5,1.7967166666666667,0.1871696275,10
letter,unary,depth_mean_across_runs,7,0.9881333333333334,0.0011243653902820773,77.2,38.1,3.79855,0.2598340068,10
letter_recognition-bin,affine,depth_mean_across_runs,5,0.9887833333333333,0.0026667245364090787,45.4,54.4,7.6817166666666665,0.40395239610000006,10
letter_recognition-bin,affine,depth_mean_across_runs,7,0.9921833333333332,0.0008834905520465478,86.2,104.0,8.48275,0.7345564992,10
letter_recognition-bin,antihorn,depth_mean_across_runs,5,0.9945999999999999,0.0008210201423071881,47.6,46.6,5.4193,0.3058375612,10
letter_recognition-bin,antihorn,depth_mean_across_runs,7,0.9964166666666667,0.0011310707261945878,75.6,74.6,6.8970166666666675,0.3939685017,10
letter_recognition-bin,horn,depth_mean_across_runs,5,0.9939833333333332,0.0006594516989210824,43.0,42.0,2.7847166666666667,0.31219914260000003,10
letter_recognition-bin,horn,depth_mean_across_runs,7,0.9957499999999999,0.0009370626551907246,74.0,73.0,5.3899333333333335,0.40271006600000003,10
letter_recognition-bin,square2cnf,depth_mean_across_runs,5,0.9945,0.0012422599874999255,43.6,85.2,4.4714,1.0300499805999999,10
letter_recognition-bin,square2cnf,depth_mean_across_runs,7,0.9964166666666667,0.0012699032722958351,66.6,131.2,6.26225,1.5276549148,10
letter_recognition-bin,unary,depth_mean_across_runs,5,0.9936833333333333,0.0007430750257053962,50.0,24.5,4.06955,0.2709586485,10
letter_recognition-bin,unary,depth_mean_across_runs,7,0.9942499999999999,0.0007338802674234535,84.6,41.8,5.206783333333333,0.332634682,10
lymph,affine,depth_mean_across_runs,5,0.7772727272727272,0.04258627067440972,24.4,30.7,8.4,0.0074546327999999995,10
lymph,affine,depth_mean_across_runs,7,0.7795454545454545,0.04915493393184348,26.2,33.1,8.488636363636363,0.007887738799999999,10
lymph,antihorn,depth_mean_across_runs,5,0.7818181818181819,0.03421693875950367,20.0,19.0,4.193181818181818,0.0019138744,10
lymph,antihorn,depth_mean_across_runs,7,0.7909090909090909,0.05115740307919435,23.0,22.0,4.390909090909091,0.002061833,10
lymph,horn,depth_mean_across_runs,5,0.7931818181818182,0.04724989736215964,20.0,19.0,4.197727272727272,0.0019101518000000002,10
lymph,horn,depth_mean_across_runs,7,0.7954545454545455,0.04909652044248379,22.2,21.2,4.388636363636364,0.0020857731,10
lymph,square2cnf,depth_mean_across_runs,5,0.775,0.05714552171407914,20.6,39.2,5.038636363636364,0.0114366671,10
lymph,square2cnf,depth_mean_across_runs,7,0.7772727272727272,0.05441904544263024,21.8,41.6,5.075,0.0123441506,10
lymph,unary,depth_mean_across_runs,5,0.7977272727272727,0.040726303199138246,26.8,12.9,3.4272727272727272,0.0019443401,10
lymph,unary,depth_mean_across_runs,7,0.7931818181818182,0.04601921984390137,32.0,15.5,3.568181818181818,0.0017752071,10
magic04-bin,affine,depth_mean_across_runs,5,0.8109008061689449,0.004074213289908342,62.4,66.9,6.54018576936558,0.4862918337,10
magic04-bin,affine,depth_mean_across_runs,7,0.8281282860147213,0.005065925349620475,227.4,248.3,11.927304591657904,1.6129481703,10
magic04-bin,antihorn,depth_mean_across_runs,5,0.8291272344900106,0.006737603500434982,61.2,60.2,4.840466175955135,0.1527731178,10
magic04-bin,antihorn,depth_mean_across_runs,7,0.8384682790045567,0.006598420353689013,204.2,203.2,7.528356116368736,0.3618284683,10
magic04-bin,horn,depth_mean_across_runs,5,0.8281107606028743,0.005310453635394478,62.8,61.8,5.420417104801963,0.1556195256,10
magic04-bin,horn,depth_mean_across_runs,7,0.8395022783035401,0.00572723261140986,228.6,227.6,9.00329477742727,0.3936805544,10
magic04-bin,square2cnf,depth_mean_across_runs,5,0.8337188923939711,0.004621158635428675,61.4,120.8,5.727269540834209,1.2219124021999999,10
magic04-bin,square2cnf,depth_mean_across_runs,7,0.8410269891342447,0.0037998229221932888,215.8,429.6,9.513249211356467,5.540730870599999,10
magic04-bin,unary,depth_mean_across_runs,5,0.8247809323519103,0.006613272982110126,63.0,31.0,3.4164563617245007,0.0926300091,10
magic04-bin,unary,depth_mean_across_runs,7,0.8395022783035401,0.005215131217555775,222.0,110.5,6.325516999649492,0.1729610452,10
messidor-bin,affine,depth_mean_across_runs,5,0.6231884057971014,0.024746373864474737,34.4,37.0,7.370434782608696,0.026828647,10
messidor-bin,affine,depth_mean_across_runs,7,0.6391304347826087,0.029850225518406572,60.0,67.0,10.035072463768115,0.0475973022,10
messidor-bin,antihorn,depth_mean_across_runs,5,0.6431884057971015,0.0207875468297634,41.8,40.8,5.032173913043478,0.0099601964,10
messidor-bin,antihorn,depth_mean_across_runs,7,0.6255072463768115,0.030178353819873303,84.0,83.0,7.636521739130434,0.0161306537,10
messidor-bin,horn,depth_mean_across_runs,5,0.6342028985507246,0.02738921683463113,46.8,45.8,6.423768115942029,0.0105582781,10
messidor-bin,horn,depth_mean_across_runs,7,0.6365217391304347,0.026782636579723518,103.0,102.0,9.244927536231884,0.0194554922,10
messidor-bin,square2cnf,depth_mean_across_runs,5,0.6246376811594203,0.016467691351748123,42.4,82.8,7.090434782608696,0.0705684042,10
messidor-bin,square2cnf,depth_mean_across_runs,7,0.6382608695652174,0.011817495537329978,90.2,178.4,10.22231884057971,0.15073625159999998,10
messidor-bin,unary,depth_mean_across_runs,5,0.6434782608695653,0.01807563954963257,45.4,22.2,4.338550724637681,0.0057590105,10
messidor-bin,unary,depth_mean_across_runs,7,0.6252173913043478,0.015522213494362476,94.2,46.6,6.5031884057971014,0.009445395200000001,10
mushroom,affine,depth_mean_across_runs,5,0.9944193680755028,0.0016774405380118823,13.0,13.1,5.077472302010669,0.05701395930000001,10
mushroom,affine,depth_mean_across_runs,7,0.9999179318834633,0.00025952217153615284,17.6,19.4,6.28645876077144,0.06521589380000001,10
mushroom,antihorn,depth_mean_across_runs,5,0.9998768978251948,0.0003892832573042367,14.6,13.6,3.461551087402544,0.0371469968,10
mushroom,antihorn,depth_mean_across_runs,7,0.9998768978251948,0.0003892832573042367,14.8,13.8,3.4644234714813296,0.0372605632,10
mushroom,horn,depth_mean_across_runs,5,0.9998768978251948,0.0003892832573042367,16.6,15.6,3.7151415675010258,0.037983488999999995,10
mushroom,horn,depth_mean_across_runs,7,0.9998768978251948,0.0003892832573042367,16.8,15.8,3.718013951579811,0.0382204332,10
mushroom,square2cnf,depth_mean_across_runs,5,0.9998768978251948,0.0003892832573042367,15.0,28.0,3.934961017644645,0.1304832666,10
mushroom,square2cnf,depth_mean_across_runs,7,0.9998768978251948,0.0003892832573042367,15.2,28.4,3.985843249897415,0.1319434881,10
mushroom,unary,depth_mean_across_runs,5,0.999548625359048,0.0004080545449370809,19.0,9.0,3.0941731637258925,0.031001202899999997,10
mushroom,unary,depth_mean_across_runs,7,1.0,0.0,20.4,9.7,3.3890849405006156,0.0306521675,10
pendigits,affine,depth_mean_across_runs,5,0.9944839857651246,0.0010733666115572285,42.8,55.4,8.41935053380783,0.1750148912,10
pendigits,affine,depth_mean_across_runs,7,0.9952402135231317,0.0010067761089423758,59.2,78.0,10.04497330960854,0.2157444506,10
pendigits,antihorn,depth_mean_across_runs,5,0.9949288256227758,0.0013782858883301138,32.2,31.2,5.925533807829181,0.0767974296,10
pendigits,antihorn,depth_mean_across_runs,7,0.9962633451957295,0.0018662079148935118,44.4,43.4,6.184475088967972,0.0887704532,10
pendigits,horn,depth_mean_across_runs,5,0.9949288256227758,0.0013782858883301138,32.2,31.2,5.925400355871886,0.0776323921,10
pendigits,horn,depth_mean_across_runs,7,0.9962633451957295,0.0018662079148935118,44.4,43.4,6.184252669039146,0.08810301670000001,10
pendigits,square2cnf,depth_mean_across_runs,5,0.9949288256227758,0.0013782858883301138,32.2,62.4,6.510943060498221,0.2688268137,10
pendigits,square2cnf,depth_mean_across_runs,7,0.9962633451957295,0.0018662079148935118,44.4,86.8,6.638256227758006,0.3517864772,10
pendigits,unary,depth_mean_across_runs,5,0.9958185053380783,0.001244138609928998,39.2,19.1,3.4065836298932384,0.0693268906,10
pendigits,unary,depth_mean_across_runs,7,0.9961743772241993,0.0018184709035297065,52.4,25.7,4.061476868327402,0.0716541874,10
primary-tumor,affine,depth_mean_across_runs,5,0.7782178217821782,0.03404302827254821,46.0,50.9,6.576237623762377,0.013021696999999999,10
primary-tumor,affine,depth_mean_across_runs,7,0.7613861386138614,0.03506746259838811,79.2,88.9,8.3,0.0200890408,10
primary-tumor,antihorn,depth_mean_across_runs,5,0.8089108910891089,0.03301979785684688,39.0,38.0,4.142574257425743,0.0030107738000000003,10
primary-tumor,antihorn,depth_mean_across_runs,7,0.7792079207920792,0.04043409411430173,69.2,68.2,5.386138613861386,0.0040129949,10
primary-tumor,horn,depth_mean_across_runs,5,0.8128712871287128,0.0318101142178785,38.8,37.8,4.2267326732673265,0.0027181063,10
primary-tumor,horn,depth_mean_across_runs,7,0.7801980198019802,0.0400959539233992,68.6,67.6,5.472277227722772,0.0038820323,10
primary-tumor,square2cnf,depth_mean_across_runs,5,0.807920792079208,0.03436149197312307,39.0,76.0,4.75940594059406,0.0231997176,10
primary-tumor,square2cnf,depth_mean_across_runs,7,0.7762376237623763,0.035911473290390614,69.2,136.4,6.300990099009901,0.039098699199999996,10
primary-tumor,unary,depth_mean_across_runs,5,0.8138613861386139,0.028695795537008774,42.6,20.8,3.3772277227722776,0.0014761346,10
primary-tumor,unary,depth_mean_across_runs,7,0.7970297029702971,0.03939714978981293,74.0,36.5,4.282178217821782,0.0020761664,10
segment,affine,depth_mean_across_runs,5,0.9974025974025974,0.002017910241789599,11.2,15.3,5.752525252525253,0.0197621187,10
segment,affine,depth_mean_across_runs,7,0.9974025974025974,0.002017910241789599,11.6,15.9,5.763347763347763,0.0202032026,10
segment,antihorn,depth_mean_across_runs,5,0.9971139971139971,0.0015210570755979976,11.4,10.4,2.8466089466089466,0.0157939568,10
segment,antihorn,depth_mean_across_runs,7,0.9971139971139971,0.0015210570755979976,11.4,10.4,2.8466089466089466,0.015700818499999998,10
segment,horn,depth_mean_across_runs,5,0.9971139971139971,0.0015210570755979976,11.4,10.4,2.8466089466089466,0.0157841097,10
segment,horn,depth_mean_across_runs,7,0.9971139971139971,0.0015210570755979976,11.4,10.4,2.8466089466089466,0.0157754586,10
segment,square2cnf,depth_mean_across_runs,5,0.9971139971139971,0.0015210570755979976,11.4,20.8,2.8466089466089466,0.0335600833,10
segment,square2cnf,depth_mean_across_runs,7,0.9971139971139971,0.0015210570755979976,11.4,20.8,2.8466089466089466,0.0334485608,10
segment,unary,depth_mean_across_runs,5,0.9972582972582972,0.0023017770301116684,11.2,5.1,1.9184704184704184,0.01274509,10
segment,unary,depth_mean_across_runs,7,0.9972582972582972,0.0023017770301116684,11.6,5.3,1.922222222222222,0.012800589000000001,10
seismic_bumps-bin,affine,depth_mean_across_runs,5,0.9132903225806451,0.00787930694025256,40.0,42.3,4.846193548387097,0.0544397906,10
seismic_bumps-bin,affine,depth_mean_across_runs,7,0.9083870967741936,0.00944279501079578,79.4,87.4,6.643096774193549,0.1007508381,10
seismic_bumps-bin,antihorn,depth_mean_across_runs,5,0.9158709677419354,0.006488781820437327,50.2,49.2,3.749290322580645,0.0200575747,10
seismic_bumps-bin,antihorn,depth_mean_across_runs,7,0.9050322580645161,0.008096995527397928,107.8,106.8,6.060774193548387,0.033805055,10
seismic_bumps-bin,horn,depth_mean_across_runs,5,0.9158709677419354,0.006601835304722548,49.2,48.2,3.535354838709677,0.0194119235,10
seismic_bumps-bin,horn,depth_mean_across_runs,7,0.9070967741935483,0.006551202671710903,107.0,106.0,6.273161290322581,0.0335746615,10
seismic_bumps-bin,square2cnf,depth_mean_across_runs,5,0.9148387096774193,0.004551830212584229,48.8,95.6,5.210967741935484,0.13757079690000001,10
seismic_bumps-bin,square2cnf,depth_mean_across_runs,7,0.9014193548387096,0.011922593058070478,105.4,208.8,7.9166451612903215,0.2967164862,10
seismic_bumps-bin,unary,depth_mean_across_runs,5,0.9166451612903226,0.003557173871507207,47.6,23.3,2.4761290322580645,0.0113803821,10
seismic_bumps-bin,unary,depth_mean_across_runs,7,0.9100645161290324,0.005090918100275334,105.4,52.2,4.732645161290323,0.017788950300000002,10
soybean,affine,depth_mean_across_runs,5,0.9375661375661375,0.016317507592550774,24.6,26.3,5.61005291005291,0.014564277300000001,10
soybean,affine,depth_mean_across_runs,7,0.9354497354497354,0.026955870440272037,41.8,46.9,7.1153439153439155,0.0227632795,10
soybean,antihorn,depth_mean_across_runs,5,0.9417989417989417,0.020567731551482567,35.8,34.8,4.182010582010582,0.0042812852,10
soybean,antihorn,depth_mean_across_runs,7,0.9365079365079364,0.021310486725916362,51.6,50.6,4.688888888888888,0.0053540068,10
soybean,horn,depth_mean_across_runs,5,0.928042328042328,0.022613503244902414,31.8,30.8,3.7582010582010583,0.0036687206,10
soybean,horn,depth_mean_across_runs,7,0.9349206349206349,0.015385416922444065,45.4,44.4,4.3730158730158735,0.0048652443,10
soybean,square2cnf,depth_mean_across_runs,5,0.9375661375661375,0.019448393301009118,30.2,58.4,5.2100529100529105,0.031982387200000004,10
soybean,square2cnf,depth_mean_across_runs,7,0.9354497354497354,0.017601375590652134,41.6,81.2,5.678835978835979,0.0433839597,10
soybean,unary,depth_mean_across_runs,5,0.9074074074074074,0.024973196223115172,24.0,11.5,2.635978835978836,0.0022019434,10
soybean,unary,depth_mean_across_runs,7,0.9328042328042327,0.02366866689152846,46.2,22.6,3.8783068783068786,0.0025488818,10
splice-1,affine,depth_mean_across_runs,5,0.9454545454545455,0.007185675769127169,47.6,52.4,6.642006269592477,0.0943577508,10
splice-1,affine,depth_mean_across_runs,7,0.9391849529780563,0.008045901619216082,108.6,127.8,9.156217345872518,0.2134810908,10
splice-1,antihorn,depth_mean_across_runs,5,0.9379310344827587,0.006612401240033044,30.4,29.4,3.5889237199582027,0.0446609039,10
splice-1,antihorn,depth_mean_across_runs,7,0.9375130616509928,0.007939650377739664,62.2,61.2,5.133542319749216,0.0688756876,10
splice-1,horn,depth_mean_across_runs,5,0.9552769070010448,0.0057823771423050055,43.4,42.4,4.6299895506792055,0.0535457565,10
splice-1,horn,depth_mean_across_runs,7,0.9532915360501567,0.007615986741987725,74.8,73.8,6.1854754440961335,0.0757839663,10
splice-1,square2cnf,depth_mean_across_runs,5,0.9498432601880877,0.006269592476489047,36.4,70.8,4.693939393939393,0.1872713655,10
splice-1,square2cnf,depth_mean_across_runs,7,0.9411703239289446,0.005703155518981801,63.8,125.6,6.573354231974922,0.3099932515,10
splice-1,unary,depth_mean_across_runs,5,0.958098223615465,0.00501010759661706,46.4,22.7,3.3809822361546495,0.041783605200000004,10
splice-1,unary,depth_mean_across_runs,7,0.9515151515151515,0.004328031923931481,102.2,50.6,5.20146290491118,0.07453771769999999,10
taiwan_binarised,affine,depth_mean_across_runs,5,0.8155888888888889,0.009261932947308524,61.8,64.3,5.6274444444444445,0.7618763226,10
taiwan_binarised,affine,depth_mean_across_runs,7,0.8183888888888889,0.0023041978748286336,203.0,220.3,9.292322222222221,2.7470606737,10
taiwan_binarised,antihorn,depth_mean_across_runs,5,0.8216000000000001,0.002525154655791472,62.2,61.2,4.963522222222222,0.491219765,10
taiwan_binarised,antihorn,depth_mean_across_runs,7,0.8173888888888889,0.0021380670218328368,215.4,214.4,10.299277777777778,1.1124627070000002,10
taiwan_binarised,horn,depth_mean_across_runs,5,0.8214444444444444,0.0022277708506403962,61.0,60.0,3.8248333333333333,0.4726008719,10
taiwan_binarised,horn,depth_mean_across_runs,7,0.8192,0.0025535687392154727,191.8,190.8,8.592533333333332,1.0051564106000002,10
taiwan_binarised,square2cnf,depth_mean_across_runs,5,0.8204333333333332,0.0023215162256021112,61.6,121.2,6.283566666666667,1.9401850206,10
taiwan_binarised,square2cnf,depth_mean_across_runs,7,0.8173333333333334,0.0019309052441091798,208.0,414.0,12.220333333333333,8.0355656224,10
taiwan_binarised,unary,depth_mean_across_runs,5,0.821288888888889,0.0026320802352670647,60.6,29.8,3.0712666666666664,0.3530611903,10
taiwan_binarised,unary,depth_mean_across_runs,7,0.8202666666666666,0.0026543956348963702,189.4,94.2,7.542433333333333,0.6952275248,10
tic-tac-toe,affine,depth_mean_across_runs,5,0.8501742160278745,0.03413922986457394,47.4,50.4,6.799651567944251,0.036208782300000006,10
tic-tac-toe,affine,depth_mean_across_runs,7,0.8773519163763066,0.03448519128435888,100.4,113.5,8.432055749128919,0.0624348594,10
tic-tac-toe,antihorn,depth_mean_across_runs,5,0.8731707317073172,0.026341914057765065,32.6,31.6,4.268989547038328,0.0048148472,10
tic-tac-toe,antihorn,depth_mean_across_runs,7,0.9114982578397213,0.02878872638295878,61.0,60.0,5.042857142857143,0.0078290744,10
tic-tac-toe,horn,depth_mean_across_runs,5,0.9034843205574912,0.0259731890025356,35.2,34.2,4.393728222996516,0.0049486196,10
tic-tac-toe,horn,depth_mean_across_runs,7,0.9317073170731707,0.029528917225683047,59.2,58.2,5.058536585365854,0.007191102,10
tic-tac-toe,square2cnf,depth_mean_across_runs,5,0.867595818815331,0.030903913346457815,37.2,72.4,5.166550522648083,0.0699014735,10
tic-tac-toe,square2cnf,depth_mean_across_runs,7,0.9069686411149827,0.018220179675978374,72.8,143.6,6.037630662020906,0.13114650320000001,10
tic-tac-toe,unary,depth_mean_across_runs,5,0.8989547038327526,0.019778613665419796,43.8,21.4,3.9560975609756097,0.0024168059,10
tic-tac-toe,unary,depth_mean_across_runs,7,0.9324041811846691,0.01800794187532102,85.8,42.4,4.398954703832753,0.0033225725,10
titanic-un,affine,depth_mean_across_runs,5,0.8090225563909774,0.021028748835491766,35.4,43.1,8.414285714285715,0.0243773507,10
titanic-un,affine,depth_mean_across_runs,7,0.8075187969924812,0.027727953255016213,63.0,76.8,11.457518796992481,0.040417012,10
titanic-un,antihorn,depth_mean_across_runs,5,0.8101503759398495,0.02476324917966103,40.4,39.4,5.170676691729324,0.022026373199999998,10
titanic-un,antihorn,depth_mean_across_runs,7,0.7988721804511278,0.02030307236343316,72.0,71.0,7.8274436090225565,0.0298988173,10
titanic-un,horn,depth_mean_across_runs,5,0.8172932330827068,0.02029920474317451,39.8,38.8,5.254887218045113,0.021630922,10
titanic-un,horn,depth_mean_across_runs,7,0.8030075187969924,0.02270903516806876,76.6,75.6,7.870300751879699,0.031315704900000005,10
titanic-un,square2cnf,depth_mean_across_runs,5,0.812781954887218,0.024543495082396186,41.8,81.6,5.605263157894737,0.0582412195,10
titanic-un,square2cnf,depth_mean_across_runs,7,0.806015037593985,0.017827989216820817,78.6,155.2,8.059022556390977,0.10264587750000001,10
titanic-un,unary,depth_mean_across_runs,5,0.812781954887218,0.022332500661599444,43.8,21.4,3.6669172932330825,0.0196418273,10
titanic-un,unary,depth_mean_across_runs,7,0.793984962406015,0.017072066532257044,80.6,39.8,5.729323308270677,0.030038887800000004,10
vehicle,affine,depth_mean_across_runs,5,0.9362204724409449,0.01835394618062683,32.4,41.9,8.702755905511811,0.021888206,10
vehicle,affine,depth_mean_across_runs,7,0.9389763779527559,0.01220542994602244,49.0,65.9,10.112204724409448,0.0322685746,10
vehicle,antihorn,depth_mean_across_runs,5,0.9370078740157479,0.01981583841278406,29.4,28.4,4.640157480314961,0.0147246814,10
vehicle,antihorn,depth_mean_across_runs,7,0.9440944881889763,0.018999434195122122,42.4,41.4,5.2177165354330715,0.0178971506,10
vehicle,horn,depth_mean_across_runs,5,0.9370078740157479,0.01981583841278406,29.4,28.4,4.636614173228347,0.014815803999999998,10
vehicle,horn,depth_mean_across_runs,7,0.9440944881889763,0.018999434195122122,42.4,41.4,5.224409448818898,0.0176886181,10
vehicle,square2cnf,depth_mean_across_runs,5,0.9370078740157479,0.01981583841278406,29.4,56.8,4.97244094488189,0.039789232699999996,10
vehicle,square2cnf,depth_mean_across_runs,7,0.9440944881889763,0.018999434195122122,42.4,82.8,5.616141732283465,0.0527350891,10
vehicle,unary,depth_mean_across_runs,5,0.9350393700787402,0.017035111529851876,31.2,15.1,3.476377952755905,0.0141976194,10
vehicle,unary,depth_mean_across_runs,7,0.9515748031496063,0.014381908863829396,48.8,23.9,4.180708661417323,0.018418147000000003,10
vote,affine,depth_mean_across_runs,5,0.9276923076923076,0.02089389619227011,28.4,33.1,6.389230769230769,0.0131113539,10
vote,affine,depth_mean_across_runs,7,0.9276923076923076,0.021514027654772283,32.6,38.2,6.633076923076923,0.0154839605,10
vote,antihorn,depth_mean_across_runs,5,0.9376923076923077,0.016794382455192644,22.0,21.0,3.46,0.0024520576,10
vote,antihorn,depth_mean_across_runs,7,0.936923076923077,0.016135520741079247,24.6,23.6,3.5746153846153845,0.0026902032,10
vote,horn,depth_mean_across_runs,5,0.9307692307692307,0.027135910882713728,22.6,21.6,3.596923076923077,0.0024901197,10
vote,horn,depth_mean_across_runs,7,0.9323076923076924,0.022587400559533562,25.2,24.2,3.6707692307692312,0.0026525369,10
vote,square2cnf,depth_mean_across_runs,5,0.9330769230769231,0.026904755670922407,19.4,36.8,3.5015384615384613,0.0179469273,10
vote,square2cnf,depth_mean_across_runs,7,0.9330769230769231,0.025396267721875674,22.4,42.8,3.606923076923077,0.0204848539,10
vote,unary,depth_mean_across_runs,5,0.9453846153846154,0.02033577441938292,27.6,13.3,2.9899999999999998,0.0016669755000000002,10
vote,unary,depth_mean_across_runs,7,0.9430769230769231,0.01959484428158233,32.2,15.6,3.1146153846153846,0.0018286328,10
wine1-un,affine,depth_mean_across_runs,5,0.6886792452830188,0.04727451691312236,11.2,10.3,8.903773584905661,0.0137696494,10
wine1-un,affine,depth_mean_across_runs,7,0.6849056603773584,0.04793921761046418,15.4,14.6,11.890566037735848,0.0182435494,10
