method,accuracy,tree_nodes,leaves,max_depth_reached,theorem_certified,language_family,backend,git_sha,config
best-certified,1,3,2,1,true,Unary,StructuralHorn,8e5dc17,"LearnerConfig { max_depth: 3, min_samples_split: 2, min_samples_leaf: 1, max_candidates_per_node: 64, beam_width: 8, language_policy: BestCertifiedPerNode, theorem_mode: true, random_seed: 42 }"
