dataset,method_key,method_label,depth,category,acc,acc_std,size,expl,train_time,axp_valid_rate,axp_minimal_rate,n_success,n_fail,axp_backend,theorem_certified,path_certificate,rejected_reason,theorem_mode_used,random_state,n_runs,train_test_split_protocol
hepatitis,gsnh_Horn_d5,Horn,5,main,0.7857142857142857,0.05297284633639759,9.2,1.9607142857142859,0.635978388786316,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_Horn_d7,Horn,7,main,0.7857142857142857,0.05297284633639759,9.2,1.9607142857142859,0.628503942489624,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_AntiHorn_d5,AntiHorn,5,main,0.7892857142857144,0.060714285714285714,9.4,1.757142857142857,0.6293232917785645,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_AntiHorn_d7,AntiHorn,7,main,0.7892857142857144,0.060714285714285714,9.4,1.757142857142857,0.6345258474349975,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.8107142857142857,0.042408364596564,6.2,1.35,0.6165091514587402,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.8107142857142857,0.042408364596564,6.2,1.35,0.6184062480926513,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_Square2CNF_d5,Square2CNF,5,main,0.7857142857142857,0.07319250547113998,4.6,1.6214285714285712,0.6278954029083252,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_Square2CNF_d7,Square2CNF,7,main,0.7857142857142857,0.07319250547113998,4.6,1.6214285714285712,0.6277745723724365,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_Affine_d5,Affine,5,auxiliary,0.8071428571428572,0.05578749768504753,8.0,2.325,0.6243612051010132,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_Affine_d7,Affine,7,auxiliary,0.8071428571428572,0.05578749768504753,8.0,2.325,0.6293585062026977,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_BestPN_d5,BestPN,5,empirical,0.7785714285714286,0.05714285714285714,10.2,2.2976190476190474,0.644918966293335,nan,nan,10,0,"mixed:interval_dfs_fallback=2,mixed:interval_dfs_fallback=66,unknown=136=1,mixed:interval_dfs_fallback=67,unknown=68=1,structural_horn=1,unknown=5",False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_BestPN_d7,BestPN,7,empirical,0.7785714285714286,0.05714285714285714,10.2,2.2976190476190474,0.643980073928833,nan,nan,10,0,"mixed:interval_dfs_fallback=2,mixed:interval_dfs_fallback=66,unknown=136=1,mixed:interval_dfs_fallback=67,unknown=68=1,structural_horn=1,unknown=5",False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,sklearn_dt7,sklearn DT,7,baseline,0.982,0.0027563804411029117,40.0,2.6553846153846155,0.00885622501373291,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_1D_d5,1D,5,main,0.9823076923076922,0.0030960941226920104,13.2,1.352,3.023206281661987,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_1D_d7,1D,7,main,0.9823076923076922,0.0030960941226920104,13.8,1.324,2.9977619886398315,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_Horn_d5,Horn,5,main,0.982923076923077,0.003604730619649223,7.4,1.258,3.205533814430237,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_Horn_d7,Horn,7,main,0.982923076923077,0.003604730619649223,7.4,1.228,3.2428513288497927,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_AntiHorn_d5,AntiHorn,5,main,0.982923076923077,0.003604730619649223,7.4,1.258,3.201378273963928,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_AntiHorn_d7,AntiHorn,7,main,0.982923076923077,0.003604730619649223,7.4,1.228,3.2265565156936646,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.9812307692307695,0.0034263165309723277,10.0,1.576,3.227853560447693,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.9812307692307695,0.0034263165309723277,10.0,1.516,3.2193098068237305,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9827692307692308,0.0021538461538461525,8.2,1.634,3.2511316537857056,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9827692307692308,0.0021538461538461525,8.2,1.6,3.2532622814178467,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_Affine_d5,Affine,5,auxiliary,0.915846153846154,0.0013846153846154064,6.6,0.21800000000000003,3.255834126472473,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_Affine_d7,Affine,7,auxiliary,0.915846153846154,0.0013846153846154064,6.6,0.22400000000000003,3.2233937263488768,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_BestPN_d5,BestPN,5,empirical,0.982923076923077,0.003604730619649223,8.0,1.258,3.233970785140991,nan,nan,10,0,"mixed:interval_dfs_fallback=9,mixed:interval_dfs_fallback=81,structural_horn=83=1",False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hypothyroid,gsnh_BestPN_d7,BestPN,7,empirical,0.982923076923077,0.003604730619649223,8.2,1.228,3.248069739341736,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,sklearn_dt7,sklearn DT,7,baseline,0.8676056338028169,0.023735633163877078,31.6,4.771830985915494,0.005304932594299316,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_1D_d5,1D,5,main,0.8676056338028169,0.016901408450704238,23.8,3.07,1.7966436386108398,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_1D_d7,1D,7,main,0.8732394366197183,0.0218196244856756,26.8,3.0799999999999996,1.8003896474838257,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_Horn_d5,Horn,5,main,0.8943661971830986,0.03037163190541948,19.0,3.378,1.9836055755615234,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_Horn_d7,Horn,7,main,0.8943661971830986,0.03037163190541948,19.4,3.4559999999999995,1.985320019721985,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_AntiHorn_d5,AntiHorn,5,main,0.8929577464788734,0.03224091025988619,19.0,3.588,1.9889461040496825,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_AntiHorn_d7,AntiHorn,7,main,0.8929577464788734,0.03224091025988619,19.4,3.668,1.6785946607589721,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.9070422535211267,0.034036749221393166,9.2,2.0799999999999996,1.5874776124954224,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.9070422535211267,0.034036749221393166,9.2,2.072,1.5931346416473389,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9070422535211267,0.034036749221393166,9.0,2.18,1.5912468194961549,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9070422535211267,0.034036749221393166,9.0,2.1740000000000004,1.5963887691497802,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_Affine_d5,Affine,5,auxiliary,0.876056338028169,0.03715748157259977,7.8,3.9639999999999995,1.571434783935547,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_Affine_d7,Affine,7,auxiliary,0.876056338028169,0.03715748157259977,7.8,3.908,1.588362455368042,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_BestPN_d5,BestPN,5,empirical,0.891549295774648,0.03335977262627327,19.0,3.6100000000000003,1.6823776960372925,nan,nan,10,0,"mixed:interval_dfs_fallback=2,mixed:interval_dfs_fallback=441,unknown=1763=1,mixed:interval_dfs_fallback=442,unknown=2212=1,mixed:interval_dfs_fallback=444,unknown=1328=1,mixed:interval_dfs_fallback=886,unknown=886=1,mixed:interval_dfs_fallback=887,unknown=885=1,unknown=3",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
ionosphere,gsnh_BestPN_d7,BestPN,7,empirical,0.891549295774648,0.03335977262627327,19.4,3.6799999999999997,1.682831621170044,nan,nan,10,0,"mixed:interval_dfs_fallback=2,mixed:interval_dfs_fallback=1759,unknown=881=1,mixed:interval_dfs_fallback=441,unknown=1763=1,mixed:interval_dfs_fallback=442,unknown=2212=1,mixed:interval_dfs_fallback=442,unknown=2655=1,mixed:interval_dfs_fallback=443,unknown=2659=1,mixed:interval_dfs_fallback=886,unknown=1768=1,unknown=2",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,sklearn_dt7,sklearn DT,7,baseline,0.9629687500000002,0.007845243881645734,41.0,4.445156250000001,0.004466414451599121,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_1D_d5,1D,5,main,0.9379687499999999,0.007814062343781219,17.8,2.2,0.8938093185424805,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_1D_d7,1D,7,main,0.9610937500000001,0.006069663937360948,30.0,3.344,0.8910270690917969,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_Horn_d5,Horn,5,main,0.95375,0.0128125,22.0,3.368,0.9688673973083496,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_Horn_d7,Horn,7,main,0.9848437500000001,0.00688387211622208,32.8,3.778,0.9775032997131348,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9520312499999999,0.012998835584870682,22.2,3.2439999999999998,0.968153977394104,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_AntiHorn_d7,AntiHorn,7,main,0.9854687500000001,0.005806532555019389,33.4,3.6020000000000003,0.9786763429641724,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.94234375,0.008878795403234607,19.4,3.072,0.954414677619934,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.94234375,0.008878795403234607,19.4,3.146,0.9567376136779785,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9424999999999999,0.009343697742328787,16.4,2.504,0.9961042881011963,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9424999999999999,0.009343697742328787,16.4,2.5439999999999996,0.9874391555786133,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_Affine_d5,Affine,5,auxiliary,0.9276562499999998,0.01196205752838949,30.2,5.17,0.9785783290863037,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_Affine_d7,Affine,7,auxiliary,0.9293750000000001,0.01602305467911784,36.2,5.71,0.9833768367767334,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_BestPN_d5,BestPN,5,empirical,0.9542187500000001,0.013314297120482934,22.2,3.2960000000000003,0.9846868276596069,nan,nan,10,0,"mixed:interval_dfs_fallback=2,mixed:interval_dfs_fallback=142,unknown=217=1,mixed:interval_dfs_fallback=143,unknown=354=2,mixed:interval_dfs_fallback=214,unknown=354=1,mixed:interval_dfs_fallback=353,unknown=71=1,mixed:interval_dfs_fallback=357,unknown=141=1,mixed:interval_dfs_fallback=504,unknown=70=1,unknown=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
kr-vs-kp,gsnh_BestPN_d7,BestPN,7,empirical,0.9856250000000001,0.006547602137424043,33.4,3.6740000000000004,1.0051080942153932,nan,nan,10,0,"mixed:interval_dfs_fallback=2,mixed:interval_dfs_fallback=142,unknown=357=1,mixed:interval_dfs_fallback=281,unknown=491=1,mixed:interval_dfs_fallback=281,unknown=560=1,mixed:interval_dfs_fallback=284,unknown=288=1,mixed:interval_dfs_fallback=285,unknown=424=1,mixed:interval_dfs_fallback=577,unknown=144=1,mixed:interval_dfs_fallback=643,unknown=70=1,mixed:interval_dfs_fallback=645,unknown=70=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,sklearn_dt7,sklearn DT,7,baseline,0.988575,0.0014536591760106522,134.4,5.769925,0.12011346817016602,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_1D_d5,1D,5,main,0.975975,0.0012818443743294156,11.4,1.1680000000000001,18.1140998840332,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_1D_d7,1D,7,main,0.98765,0.0010136567466356577,24.2,1.366,18.107596397399902,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_Horn_d5,Horn,5,main,0.9846250000000001,0.001484292760879723,24.2,1.9780000000000002,18.99637100696564,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_Horn_d7,Horn,7,main,0.9874750000000001,0.001501873829587559,45.8,2.462,19.054262042045593,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9847500000000002,0.0014705441169852727,27.6,1.92,19.06720104217529,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_AntiHorn_d7,AntiHorn,7,main,0.986925,0.0015534236382905868,50.6,2.5620000000000003,19.13411090373993,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.983225,0.0016219201583308508,20.2,1.2020000000000002,18.9116863489151,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.983225,0.0016219201583308508,20.4,1.218,18.963650012016295,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_Square2CNF_d5,Square2CNF,5,main,0.981325,0.0015493950432346171,14.4,1.198,19.037723541259766,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_Square2CNF_d7,Square2CNF,7,main,0.981325,0.0015493950432346171,14.4,1.178,18.96667847633362,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_Affine_d5,Affine,5,auxiliary,0.9592500000000002,1.1102230246251565e-16,9.4,0.0,18.902235412597655,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_Affine_d7,Affine,7,auxiliary,0.9592500000000002,1.1102230246251565e-16,9.4,0.0,18.916848564147948,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_BestPN_d5,BestPN,5,empirical,0.9851500000000002,0.001517399090549338,27.6,2.1239999999999997,19.079323554039,nan,nan,10,0,"mixed:interval_dfs_fallback=4,mixed:interval_dfs_fallback=1556,unknown=879=1,mixed:interval_dfs_fallback=224,unknown=445=1,mixed:interval_dfs_fallback=224,unknown=667=1,mixed:interval_dfs_fallback=224,unknown=669=1,mixed:interval_dfs_fallback=224,unknown=889=1,mixed:interval_dfs_fallback=891,unknown=223=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter,gsnh_BestPN_d7,BestPN,7,empirical,0.9872000000000002,0.001791647286716892,49.8,2.6140000000000003,19.119768977165222,nan,nan,10,0,"mixed:interval_dfs_fallback=4,mixed:interval_dfs_fallback=1115,unknown=445=1,mixed:interval_dfs_fallback=1115,unknown=884=1,mixed:interval_dfs_fallback=1117,unknown=1111=1,mixed:interval_dfs_fallback=1558,unknown=223=1,mixed:interval_dfs_fallback=447,unknown=667=1,mixed:interval_dfs_fallback=892,unknown=1113=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,sklearn_dt7,sklearn DT,7,baseline,0.993425,0.0010726718976462387,77.6,6.6396,0.14766645431518555,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_1D_d5,1D,5,main,0.99035,0.0007681145747868572,16.6,1.11,20.39872395992279,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_1D_d7,1D,7,main,0.9904249999999999,0.000880695747690426,19.4,1.126,67.65054194927215,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_Horn_d5,Horn,5,main,0.989975,0.0006841966091702147,10.0,1.1060000000000003,21.625390577316285,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_Horn_d7,Horn,7,main,0.9899000000000001,0.0006538348415311029,10.4,1.108,977.3627329826355,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9929500000000001,0.0008999999999999823,18.8,2.124,20477.126463150977,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_AntiHorn_d7,AntiHorn,7,main,0.9934000000000001,0.0009499999999999918,22.4,2.106,24.38673667907715,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.9898250000000001,0.0007988272654335147,9.4,1.1019999999999999,24.7636812210083,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.9898250000000001,0.0007988272654335147,9.4,1.1040000000000003,20.796995162963867,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9896499999999999,0.0007262919523167077,7.8,1.1760000000000002,20.767012691497804,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9896499999999999,0.0007262919523167077,7.8,1.1920000000000002,20.919825792312622,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_Affine_d5,Affine,5,auxiliary,0.9822749999999999,0.0018146969443959427,31.6,5.932,21.175681519508363,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_Affine_d7,Affine,7,auxiliary,0.9823749999999999,0.001981949797547867,40.4,6.547999999999999,21.220064330101014,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_BestPN_d5,BestPN,5,empirical,0.9899500000000001,0.000781024967590669,9.6,1.1039999999999999,20.76983850002289,nan,nan,10,0,"mixed:interval_dfs_fallback=2,mixed:interval_dfs_fallback=240,unknown=239=1,mixed:interval_dfs_fallback=480,unknown=240=1,unknown=6",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
letter_recognition-bin,gsnh_BestPN_d7,BestPN,7,empirical,0.9898750000000002,0.000752080447824559,10.0,1.104,20.63133850097656,nan,nan,10,0,"mixed:interval_dfs_fallback=2,mixed:interval_dfs_fallback=240,unknown=240=1,mixed:interval_dfs_fallback=480,unknown=240=1,unknown=6",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,sklearn_dt7,sklearn DT,7,baseline,0.8400000000000001,0.03590109871423002,20.0,3.4,0.0007926464080810547,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_1D_d5,1D,5,main,0.8066666666666669,0.048989794855663564,16.8,2.033333333333333,0.16759400367736815,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_1D_d7,1D,7,main,0.8066666666666669,0.048989794855663564,16.8,2.033333333333333,0.1670682907104492,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_Horn_d5,Horn,5,main,0.8233333333333335,0.0731057073315377,11.2,2.3,0.1990497350692749,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_Horn_d7,Horn,7,main,0.8233333333333335,0.0731057073315377,11.4,2.313333333333333,0.20073413848876953,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_AntiHorn_d5,AntiHorn,5,main,0.8366666666666667,0.06574360974438676,12.0,2.436666666666667,0.20131175518035888,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_AntiHorn_d7,AntiHorn,7,main,0.8366666666666667,0.06574360974438676,12.2,2.45,0.20583250522613525,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.8099999999999999,0.05972157622389641,7.6,2.0300000000000002,0.19546730518341066,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.8099999999999999,0.05972157622389641,7.6,2.0300000000000002,0.19499847888946534,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_Square2CNF_d5,Square2CNF,5,main,0.8366666666666667,0.058594652770823166,6.0,1.92,0.196809720993042,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_Square2CNF_d7,Square2CNF,7,main,0.8366666666666667,0.058594652770823166,6.0,1.92,0.19783661365509034,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_Affine_d5,Affine,5,auxiliary,0.77,0.045825756949558434,8.6,3.2766666666666664,0.19288406372070313,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_Affine_d7,Affine,7,auxiliary,0.77,0.045825756949558434,8.6,3.2766666666666664,0.19691102504730223,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_BestPN_d5,BestPN,5,empirical,0.8333333333333334,0.05773502691896259,12.0,2.543333333333334,0.20275311470031737,nan,nan,10,0,"mixed:interval_dfs_fallback=4,mixed:interval_dfs_fallback=135,unknown=134=1,mixed:interval_dfs_fallback=67,unknown=136=1,mixed:interval_dfs_fallback=68,unknown=66=1,unknown=3",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
lymph,gsnh_BestPN_d7,BestPN,7,empirical,0.8333333333333334,0.05773502691896259,12.2,2.556666666666667,0.20243871212005615,nan,nan,10,0,"mixed:interval_dfs_fallback=4,mixed:interval_dfs_fallback=134,unknown=129=1,mixed:interval_dfs_fallback=64,unknown=134=1,mixed:interval_dfs_fallback=68,unknown=133=1,unknown=3",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,sklearn_dt7,sklearn DT,7,baseline,0.8447686645636173,0.0034300705443480405,236.0,6.98940588853838,0.03808445930480957,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
