dataset,method_key,method_label,depth,category,acc,acc_std,size,expl,train_time,axp_valid_rate,axp_minimal_rate,n_success,n_fail,axp_backend,theorem_certified,path_certificate,rejected_reason,theorem_mode_used,random_state,n_runs,train_test_split_protocol
australian-credit,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.8404580152671756,0.02782858951688272,9.8,2.4699999999999998,0.567278790473938,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
australian-credit,gsnh_Square2CNF_d5,Square2CNF,5,main,0.8427480916030534,0.03365711096953986,9.4,2.59,0.593033742904663,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
australian-credit,gsnh_Square2CNF_d7,Square2CNF,7,main,0.8427480916030534,0.03365711096953986,9.4,2.6420000000000003,0.5816303014755249,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
australian-credit,gsnh_Affine_d5,Affine,5,auxiliary,0.7763358778625954,0.045038167938931305,8.6,3.222,0.5622280836105347,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
australian-credit,gsnh_Affine_d7,Affine,7,auxiliary,0.7763358778625954,0.045038167938931305,8.6,3.2659999999999996,0.5595105171203614,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
australian-credit,gsnh_BestPN_d5,BestPN,5,empirical,0.8389312977099237,0.029653319999320665,18.0,2.3960000000000004,0.5907992839813232,nan,nan,10,0,"mixed:mixed:interval_dfs_fallback=123,unknown=124=1,mixed:interval_dfs_fallback=243,unknown=728=1,mixed:interval_dfs_fallback=247,unknown=123=1,mixed:interval_dfs_fallback=247,unknown=248=1,mixed:interval_dfs_fallback=247,unknown=372=1,mixed:interval_dfs_fallback=366,unknown=491=1,mixed:interval_dfs_fallback=367,unknown=484=1,mixed:interval_dfs_fallback=619,unknown=124=1,unknown=2",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
australian-credit,gsnh_BestPN_d7,BestPN,7,empirical,0.8427480916030536,0.032061068702290065,21.2,2.48,0.6043951034545898,nan,nan,10,0,"mixed:mixed:interval_dfs_fallback=241,unknown=367=1,mixed:interval_dfs_fallback=367,unknown=124=1,mixed:interval_dfs_fallback=367,unknown=248=1,mixed:interval_dfs_fallback=370,unknown=248=1,mixed:interval_dfs_fallback=485,unknown=124=1,mixed:interval_dfs_fallback=491,unknown=121=1,mixed:interval_dfs_fallback=615,unknown=491=1,mixed:interval_dfs_fallback=986,unknown=124=1,unknown=2",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,sklearn_dt7,sklearn DT,7,baseline,0.9168000000000001,0.006400000000000006,64.2,4.9408,0.000848841667175293,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_1D_d5,1D,5,main,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.06493713855743408,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_1D_d7,1D,7,main,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.06425237655639648,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_Horn_d5,Horn,5,main,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.07187926769256592,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_Horn_d7,Horn,7,main,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.07139263153076172,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.07157928943634033,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_AntiHorn_d7,AntiHorn,7,main,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.07125389575958252,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.0713240385055542,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.07033388614654541,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9200000000000002,1.1102230246251565e-16,1.4,0.0,0.07505204677581787,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9200000000000002,1.1102230246251565e-16,1.4,0.0,0.0756953477859497,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_Affine_d5,Affine,5,auxiliary,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.070754075050354,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_Affine_d7,Affine,7,auxiliary,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.07162060737609863,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_BestPN_d5,BestPN,5,empirical,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.07252449989318847,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
balance-scale-bin,gsnh_BestPN_d7,BestPN,7,empirical,0.9200000000000002,1.1102230246251565e-16,1.0,0.0,0.07247531414031982,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,sklearn_dt7,sklearn DT,7,baseline,0.892707182320442,0.008887303190098523,117.6,6.9095027624309395,0.023395681381225587,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_1D_d5,1D,5,main,0.894696132596685,0.006519337016574602,35.8,3.972,3.822189736366272,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_1D_d7,1D,7,main,0.8940331491712709,0.0066012274171243605,58.0,5.218,3.8910229921340944,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_Horn_d5,Horn,5,main,0.890939226519337,0.005040660653240667,40.0,5.18,4.052498078346252,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_Horn_d7,Horn,7,main,0.889281767955801,0.004302303278216976,60.4,6.162000000000001,4.078012776374817,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_AntiHorn_d5,AntiHorn,5,main,0.8956906077348066,0.0062545731262253716,36.0,4.976000000000001,4.0325041770935055,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_AntiHorn_d7,AntiHorn,7,main,0.8941436464088397,0.006589194040166006,51.2,5.851999999999999,4.086263751983642,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.8950276243093922,0.006811507185601069,25.8,3.784,3.964916777610779,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.8950276243093922,0.006811507185601069,26.4,3.7960000000000003,3.9774192333221436,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_Square2CNF_d5,Square2CNF,5,main,0.8908287292817679,0.006285729349537198,21.6,4.040000000000001,3.993952178955078,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_Square2CNF_d7,Square2CNF,7,main,0.8908287292817679,0.006285729349537198,21.6,4.078,4.022917246818542,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_Affine_d5,Affine,5,auxiliary,0.8943646408839777,0.00681509124645715,22.2,4.098,3.950677680969238,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_Affine_d7,Affine,7,auxiliary,0.8941436464088397,0.007089067373412348,23.8,4.25,3.959967827796936,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_BestPN_d5,BestPN,5,empirical,0.894475138121547,0.006333140278853943,38.4,5.148000000000001,4.030359244346618,nan,nan,10,0,"mixed:interval_dfs_fallback=3,mixed:interval_dfs_fallback=1042,unknown=1249=1,mixed:interval_dfs_fallback=1044,unknown=209=1,mixed:interval_dfs_fallback=1876,unknown=828=1,mixed:interval_dfs_fallback=1878,unknown=630=1,mixed:interval_dfs_fallback=414,unknown=1254=1,mixed:interval_dfs_fallback=833,unknown=841=1,mixed:interval_dfs_fallback=834,unknown=626=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
bank_conv-bin,gsnh_BestPN_d7,BestPN,7,empirical,0.8925966850828729,0.007636310516318673,57.4,6.006,4.088605761528015,nan,nan,10,0,"mixed:interval_dfs_fallback=3,mixed:interval_dfs_fallback=1240,unknown=1244=1,mixed:interval_dfs_fallback=1254,unknown=413=1,mixed:interval_dfs_fallback=1449,unknown=1051=1,mixed:interval_dfs_fallback=1661,unknown=209=1,mixed:interval_dfs_fallback=2274,unknown=624=1,mixed:interval_dfs_fallback=621,unknown=1461=1,mixed:interval_dfs_fallback=831,unknown=840=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,sklearn_dt7,sklearn DT,7,baseline,0.9774545454545454,0.007765147819659143,48.0,4.564727272727273,0.0014047861099243165,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_1D_d5,1D,5,main,0.9720000000000001,0.010031355799369975,26.2,3.258,0.17709023952484132,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_1D_d7,1D,7,main,0.978909090909091,0.009998346970812744,32.8,3.498,0.1759512186050415,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_Horn_d5,Horn,5,main,0.9800000000000001,0.008008260198380086,22.0,3.5300000000000002,0.19939796924591063,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_Horn_d7,Horn,7,main,0.981090909090909,0.007236272269866335,22.8,3.572,0.20006299018859863,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9840000000000002,0.006340216645150074,24.0,3.6439999999999997,0.20003852844238282,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_AntiHorn_d7,AntiHorn,7,main,0.9847272727272728,0.006041180991213149,28.0,3.7399999999999998,0.19944846630096436,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.9796363636363635,0.008481384574320449,16.6,3.524,0.1932001829147339,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.978909090909091,0.007933608810644163,16.8,3.5140000000000002,0.19389474391937256,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9672727272727274,0.009482476225749296,11.8,3.508,0.2146228075027466,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9672727272727274,0.009482476225749296,11.8,3.4779999999999993,0.21362428665161132,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_Affine_d5,Affine,5,auxiliary,0.8879999999999999,0.019433293404927113,20.8,5.202,0.19725410938262938,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_Affine_d7,Affine,7,auxiliary,0.8876363636363637,0.018926565352251786,21.4,5.303999999999999,0.19707818031311036,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_BestPN_d5,BestPN,5,empirical,0.9829090909090908,0.005874725244146747,17.8,3.6340000000000003,0.201898455619812,nan,nan,10,0,"mixed:interval_dfs_fallback=3,mixed:interval_dfs_fallback=26,unknown=68=1,mixed:interval_dfs_fallback=46,unknown=75=1,mixed:interval_dfs_fallback=50,unknown=52=1,mixed:interval_dfs_fallback=67,unknown=26=1,mixed:interval_dfs_fallback=70,unknown=26=1,mixed:interval_dfs_fallback=75,unknown=22=1,mixed:interval_dfs_fallback=95,unknown=49=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
banknote-bin,gsnh_BestPN_d7,BestPN,7,empirical,0.9821818181818183,0.005502816709244214,18.2,3.6399999999999997,0.20359396934509277,nan,nan,10,0,"mixed:interval_dfs_fallback=3,mixed:interval_dfs_fallback=22,unknown=73=1,mixed:interval_dfs_fallback=26,unknown=71=1,mixed:interval_dfs_fallback=50,unknown=46=1,mixed:interval_dfs_fallback=50,unknown=52=1,mixed:interval_dfs_fallback=70,unknown=26=1,mixed:interval_dfs_fallback=70,unknown=51=1,mixed:interval_dfs_fallback=98,unknown=50=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,sklearn_dt7,sklearn DT,7,baseline,0.8284360189573461,0.018694865330157358,86.2,6.401421800947867,0.006245970726013184,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_1D_d5,1D,5,main,0.7886255924170615,0.03714865960619037,34.0,3.646,1.6978493452072143,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_1D_d7,1D,7,main,0.8127962085308056,0.024281873852984834,56.6,4.446000000000001,1.762859869003296,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_Horn_d5,Horn,5,main,0.8218009478672984,0.015313264854410908,37.0,4.73,1.9034624099731445,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_Horn_d7,Horn,7,main,0.8303317535545025,0.0183308811429514,51.8,5.345999999999999,1.9011533975601196,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_AntiHorn_d5,AntiHorn,5,main,0.8142180094786731,0.03363259715490079,37.4,3.886,1.937766170501709,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_AntiHorn_d7,AntiHorn,7,main,0.8270142180094787,0.024920979763288907,55.8,4.534000000000001,2.0080697774887084,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.8156398104265403,0.012258310100831792,23.6,4.13,1.8696844339370728,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.8170616113744076,0.015603865055122573,24.2,4.106,1.865948224067688,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_Square2CNF_d5,Square2CNF,5,main,0.8161137440758294,0.015254480511309065,20.8,4.152,1.9084965467453003,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_Square2CNF_d7,Square2CNF,7,main,0.8180094786729859,0.01724493402716611,21.0,4.104,1.9022474050521851,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_Affine_d5,Affine,5,auxiliary,0.7606635071090049,0.03745275469219023,18.2,4.638,1.8695758819580077,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_Affine_d7,Affine,7,auxiliary,0.7606635071090049,0.03745275469219023,18.4,4.74,1.8654250144958495,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_BestPN_d5,BestPN,5,empirical,0.8222748815165876,0.015024518942319758,36.4,4.7540000000000004,1.935672116279602,nan,nan,10,0,"mixed:interval_dfs_fallback=9,mixed:interval_dfs_fallback=1803,unknown=897=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
biodeg-bin,gsnh_BestPN_d7,BestPN,7,empirical,0.8289099526066351,0.017915694949228247,50.4,5.418000000000001,1.9922703742980956,nan,nan,10,0,"mixed:interval_dfs_fallback=9,mixed:interval_dfs_fallback=2399,unknown=1496=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,sklearn_dt7,sklearn DT,7,baseline,0.9364963503649635,0.01567219748436782,34.8,4.897810218978103,0.0022115707397460938,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_1D_d5,1D,5,main,0.9394160583941605,0.015672197484367812,21.0,2.496,0.5689763307571412,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_1D_d7,1D,7,main,0.9386861313868613,0.01503011699414162,23.0,2.67,0.5675019025802612,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_Horn_d5,Horn,5,main,0.9335766423357665,0.0197080291970803,15.8,3.04,0.6139106988906861,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_Horn_d7,Horn,7,main,0.9321167883211678,0.019048158176204227,18.0,3.1380000000000003,0.6242344856262207,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9386861313868613,0.015723108925940168,18.6,3.75,0.618450117111206,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_AntiHorn_d7,AntiHorn,7,main,0.9386861313868613,0.015723108925940168,19.4,3.724,0.6252415418624878,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.9328467153284672,0.02349412691887748,17.0,3.746,0.6082889080047608,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.9343065693430657,0.023539438681163642,17.4,3.6019999999999994,0.6098973989486695,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9430656934306569,0.015241323370672362,13.0,3.29,0.6387803077697753,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9430656934306569,0.015241323370672362,13.0,3.22,0.6272894859313964,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_Affine_d5,Affine,5,auxiliary,0.9262773722627738,0.02200702690756398,19.2,5.76,0.6174309253692627,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_Affine_d7,Affine,7,auxiliary,0.9248175182481753,0.02091466975459036,19.4,5.898,0.6197045326232911,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_BestPN_d5,BestPN,5,empirical,0.9335766423357663,0.020761259347923926,18.0,3.906,0.628897738456726,nan,nan,10,0,"mixed:mixed:interval_dfs_fallback=352,unknown=177=1,mixed:interval_dfs_fallback=85,unknown=345=1,mixed:interval_dfs_fallback=85,unknown=346=1,mixed:interval_dfs_fallback=87,unknown=512=1,mixed:interval_dfs_fallback=88,unknown=263=1,mixed:interval_dfs_fallback=89,unknown=348=1,unknown=4",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-cancer-un,gsnh_BestPN_d7,BestPN,7,empirical,0.9350364963503649,0.020761259347923923,18.4,3.7520000000000002,0.6227827787399292,nan,nan,10,0,"mixed:mixed:interval_dfs_fallback=435,unknown=177=1,mixed:interval_dfs_fallback=87,unknown=262=1,mixed:interval_dfs_fallback=87,unknown=347=1,mixed:interval_dfs_fallback=87,unknown=349=1,mixed:interval_dfs_fallback=89,unknown=172=1,mixed:interval_dfs_fallback=89,unknown=348=1,unknown=4",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,sklearn_dt7,sklearn DT,7,baseline,0.9452554744525546,0.01142516484853909,29.8,4.045255474452555,0.0027008533477783205,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_1D_d5,1D,5,main,0.9547445255474452,0.010727692304159937,19.2,2.714,0.7372043609619141,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_1D_d7,1D,7,main,0.9547445255474452,0.010727692304159937,19.4,2.688,0.7342716932296753,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_Horn_d5,Horn,5,main,0.9613138686131387,0.010851145071035418,13.8,2.7159999999999997,0.8108659744262695,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_Horn_d7,Horn,7,main,0.9613138686131387,0.010851145071035418,13.8,2.66,0.816177487373352,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9664233576642337,0.011859910079760528,12.8,2.412,0.8109784364700318,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_AntiHorn_d7,AntiHorn,7,main,0.9656934306569344,0.012663760272187949,13.4,2.442,0.8045236110687256,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.9620437956204381,0.01167883211678834,9.4,2.38,0.7970735311508179,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.9620437956204381,0.01167883211678834,9.4,2.37,0.8007375478744507,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9562043795620438,0.01176971934058186,10.4,2.614,0.808481240272522,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9562043795620438,0.01176971934058186,10.4,2.58,0.8150447130203247,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_Affine_d5,Affine,5,auxiliary,0.7233576642335767,0.029096542230649274,7.0,3.528,0.7790664434432983,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_Affine_d7,Affine,7,auxiliary,0.7233576642335767,0.029096542230649274,7.0,3.492,0.7920026302337646,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_BestPN_d5,BestPN,5,empirical,0.9627737226277373,0.01104579996381137,13.8,2.6499999999999995,0.817998719215393,nan,nan,10,0,"mixed:interval_dfs_fallback=6,mixed:interval_dfs_fallback=239,structural_horn=118=1,mixed:interval_dfs_fallback=239,unknown=119=1,mixed:interval_dfs_fallback=239,unknown=356=1,unknown=1",False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
breast-wisconsin,gsnh_BestPN_d7,BestPN,7,empirical,0.9620437956204381,0.011213351456742507,14.2,2.642,0.8298537969589234,nan,nan,10,0,"mixed:interval_dfs_fallback=7,mixed:interval_dfs_fallback=356,unknown=118=1,mixed:interval_dfs_fallback=357,structural_horn=117=1,unknown=1",False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,sklearn_dt7,sklearn DT,7,baseline,0.9684971098265895,0.00988168843773339,44.6,3.658670520231214,0.0020680665969848634,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_1D_d5,1D,5,main,0.938150289017341,0.014404550051303039,17.0,2.2680000000000002,0.23338079452514648,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_1D_d7,1D,7,main,0.9713872832369942,0.006771892782578018,37.2,2.4979999999999998,0.2505892515182495,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_Horn_d5,Horn,5,main,0.9517341040462428,0.013923918462943248,16.4,2.5980000000000003,0.2617407083511353,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
