dataset,run,depth,method,search_strategy,candidate_beam_width,tree_beam_width,lookahead_depth,node_budget,total_fit_time
"horn_simple__noise_10",2,4,affine,Greedy,8,8,2,18446744073709551615,0.002600994
"horn_simple__noise_10",3,4,unary,Greedy,8,8,2,18446744073709551615,0.000417747
"horn_simple__noise_10",3,4,horn,Greedy,8,8,2,18446744073709551615,0.001201092
"horn_simple__noise_10",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001109048
"horn_simple__noise_10",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.025256776
"horn_simple__noise_10",3,4,affine,Greedy,8,8,2,18446744073709551615,0.002508999
"horn_simple__noise_10",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000407117
"horn_simple__noise_10",4,4,horn,Greedy,8,8,2,18446744073709551615,0.001041429
"horn_simple__noise_10",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001130614
"horn_simple__noise_10",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.022451832
"horn_simple__noise_10",4,4,affine,Greedy,8,8,2,18446744073709551615,0.002583399
"square_form_i__noise_00",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000232954
"square_form_i__noise_00",0,4,horn,Greedy,8,8,2,18446744073709551615,0.000512447
"square_form_i__noise_00",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000396487
"square_form_i__noise_00",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.003021589
"square_form_i__noise_00",0,4,affine,Greedy,8,8,2,18446744073709551615,0.001598688
"square_form_i__noise_00",1,4,unary,Greedy,8,8,2,18446744073709551615,0.000223321
"square_form_i__noise_00",1,4,horn,Greedy,8,8,2,18446744073709551615,0.000545484
"square_form_i__noise_00",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000416341
"square_form_i__noise_00",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.003051057
"square_form_i__noise_00",1,4,affine,Greedy,8,8,2,18446744073709551615,0.001549567
"square_form_i__noise_00",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000220754
"square_form_i__noise_00",2,4,horn,Greedy,8,8,2,18446744073709551615,0.000624704
"square_form_i__noise_00",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000440878
"square_form_i__noise_00",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.002985849
"square_form_i__noise_00",2,4,affine,Greedy,8,8,2,18446744073709551615,0.00162693
"square_form_i__noise_00",3,4,unary,Greedy,8,8,2,18446744073709551615,0.000230371
"square_form_i__noise_00",3,4,horn,Greedy,8,8,2,18446744073709551615,0.000612639
"square_form_i__noise_00",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000433863
"square_form_i__noise_00",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.002963309
"square_form_i__noise_00",3,4,affine,Greedy,8,8,2,18446744073709551615,0.001701964
"square_form_i__noise_00",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000226288
"square_form_i__noise_00",4,4,horn,Greedy,8,8,2,18446744073709551615,0.000559405
"square_form_i__noise_00",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000469382
"square_form_i__noise_00",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.003097352
"square_form_i__noise_00",4,4,affine,Greedy,8,8,2,18446744073709551615,0.001550343
"square_form_i__noise_05",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000402733
"square_form_i__noise_05",0,4,horn,Greedy,8,8,2,18446744073709551615,0.001132685
"square_form_i__noise_05",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001107808
"square_form_i__noise_05",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.022799094
"square_form_i__noise_05",0,4,affine,Greedy,8,8,2,18446744073709551615,0.002556183
"square_form_i__noise_05",1,4,unary,Greedy,8,8,2,18446744073709551615,0.000384494
"square_form_i__noise_05",1,4,horn,Greedy,8,8,2,18446744073709551615,0.001067651
"square_form_i__noise_05",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001003064
"square_form_i__noise_05",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.021404937
"square_form_i__noise_05",1,4,affine,Greedy,8,8,2,18446744073709551615,0.002325843
"square_form_i__noise_05",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000394083
"square_form_i__noise_05",2,4,horn,Greedy,8,8,2,18446744073709551615,0.001015107
"square_form_i__noise_05",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001083808
"square_form_i__noise_05",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.020982457
"square_form_i__noise_05",2,4,affine,Greedy,8,8,2,18446744073709551615,0.002584419
"square_form_i__noise_05",3,4,unary,Greedy,8,8,2,18446744073709551615,0.000464839
"square_form_i__noise_05",3,4,horn,Greedy,8,8,2,18446744073709551615,0.001089952
"square_form_i__noise_05",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001129071
"square_form_i__noise_05",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.028171974
"square_form_i__noise_05",3,4,affine,Greedy,8,8,2,18446744073709551615,0.002519018
"square_form_i__noise_05",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000411055
"square_form_i__noise_05",4,4,horn,Greedy,8,8,2,18446744073709551615,0.001081038
"square_form_i__noise_05",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001130054
"square_form_i__noise_05",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.024548486
"square_form_i__noise_05",4,4,affine,Greedy,8,8,2,18446744073709551615,0.002673134
"square_form_i__noise_10",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000457559
"square_form_i__noise_10",0,4,horn,Greedy,8,8,2,18446744073709551615,0.001119035
"square_form_i__noise_10",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001206537
"square_form_i__noise_10",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.026488866
"square_form_i__noise_10",0,4,affine,Greedy,8,8,2,18446744073709551615,0.002322654
"square_form_i__noise_10",1,4,unary,Greedy,8,8,2,18446744073709551615,0.000418525
"square_form_i__noise_10",1,4,horn,Greedy,8,8,2,18446744073709551615,0.001089911
"square_form_i__noise_10",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001153386
"square_form_i__noise_10",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.030351508
"square_form_i__noise_10",1,4,affine,Greedy,8,8,2,18446744073709551615,0.002441646
"square_form_i__noise_10",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000409407
"square_form_i__noise_10",2,4,horn,Greedy,8,8,2,18446744073709551615,0.001016734
"square_form_i__noise_10",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001215217
"square_form_i__noise_10",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.022031626
"square_form_i__noise_10",2,4,affine,Greedy,8,8,2,18446744073709551615,0.002431034
"square_form_i__noise_10",3,4,unary,Greedy,8,8,2,18446744073709551615,0.000609055
"square_form_i__noise_10",3,4,horn,Greedy,8,8,2,18446744073709551615,0.001146329
"square_form_i__noise_10",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001471827
"square_form_i__noise_10",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.027962588
"square_form_i__noise_10",3,4,affine,Greedy,8,8,2,18446744073709551615,0.002374036
"square_form_i__noise_10",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000413349
"square_form_i__noise_10",4,4,horn,Greedy,8,8,2,18446744073709551615,0.001066758
"square_form_i__noise_10",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001143085
"square_form_i__noise_10",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.025180508
"square_form_i__noise_10",4,4,affine,Greedy,8,8,2,18446744073709551615,0.002494251
"square_form_ii__noise_00",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000226674
"square_form_ii__noise_00",0,4,horn,Greedy,8,8,2,18446744073709551615,0.000517953
"square_form_ii__noise_00",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000505508
"square_form_ii__noise_00",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.00473522
"square_form_ii__noise_00",0,4,affine,Greedy,8,8,2,18446744073709551615,0.001718597
"square_form_ii__noise_00",1,4,unary,Greedy,8,8,2,18446744073709551615,0.000202957
"square_form_ii__noise_00",1,4,horn,Greedy,8,8,2,18446744073709551615,0.000553211
"square_form_ii__noise_00",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000466204
"square_form_ii__noise_00",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.005152882
"square_form_ii__noise_00",1,4,affine,Greedy,8,8,2,18446744073709551615,0.001765148
"square_form_ii__noise_00",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000210617
"square_form_ii__noise_00",2,4,horn,Greedy,8,8,2,18446744073709551615,0.000711858
"square_form_ii__noise_00",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000506931
"square_form_ii__noise_00",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.005324265
"square_form_ii__noise_00",2,4,affine,Greedy,8,8,2,18446744073709551615,0.001975929
"square_form_ii__noise_00",3,4,unary,Greedy,8,8,2,18446744073709551615,0.000245085
"square_form_ii__noise_00",3,4,horn,Greedy,8,8,2,18446744073709551615,0.000645698
"square_form_ii__noise_00",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000510401
"square_form_ii__noise_00",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.010585605
"square_form_ii__noise_00",3,4,affine,Greedy,8,8,2,18446744073709551615,0.002161962
"square_form_ii__noise_00",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000247538
"square_form_ii__noise_00",4,4,horn,Greedy,8,8,2,18446744073709551615,0.000627467
"square_form_ii__noise_00",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000537801
"square_form_ii__noise_00",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.005832954
"square_form_ii__noise_00",4,4,affine,Greedy,8,8,2,18446744073709551615,0.001969426
"square_form_ii__noise_05",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000485298
"square_form_ii__noise_05",0,4,horn,Greedy,8,8,2,18446744073709551615,0.001127409
"square_form_ii__noise_05",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001167787
"square_form_ii__noise_05",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.022855131
"square_form_ii__noise_05",0,4,affine,Greedy,8,8,2,18446744073709551615,0.002694773
"square_form_ii__noise_05",1,4,unary,Greedy,8,8,2,18446744073709551615,0.0004182
"square_form_ii__noise_05",1,4,horn,Greedy,8,8,2,18446744073709551615,0.001036065
"square_form_ii__noise_05",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001066681
"square_form_ii__noise_05",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.017471633
"square_form_ii__noise_05",1,4,affine,Greedy,8,8,2,18446744073709551615,0.002416071
"square_form_ii__noise_05",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000370008
"square_form_ii__noise_05",2,4,horn,Greedy,8,8,2,18446744073709551615,0.00085364
"square_form_ii__noise_05",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000943338
"square_form_ii__noise_05",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.018558389
"square_form_ii__noise_05",2,4,affine,Greedy,8,8,2,18446744073709551615,0.002093467
"square_form_ii__noise_05",3,4,unary,Greedy,8,8,2,18446744073709551615,0.000388264
"square_form_ii__noise_05",3,4,horn,Greedy,8,8,2,18446744073709551615,0.00099343
"square_form_ii__noise_05",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001014694
"square_form_ii__noise_05",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.017479124
"square_form_ii__noise_05",3,4,affine,Greedy,8,8,2,18446744073709551615,0.002452931
"square_form_ii__noise_05",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000366668
"square_form_ii__noise_05",4,4,horn,Greedy,8,8,2,18446744073709551615,0.000856932
"square_form_ii__noise_05",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001043898
"square_form_ii__noise_05",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.017758742
"square_form_ii__noise_05",4,4,affine,Greedy,8,8,2,18446744073709551615,0.002132352
"square_form_ii__noise_10",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000417459
"square_form_ii__noise_10",0,4,horn,Greedy,8,8,2,18446744073709551615,0.001116331
"square_form_ii__noise_10",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.00115214
"square_form_ii__noise_10",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.020103869
"square_form_ii__noise_10",0,4,affine,Greedy,8,8,2,18446744073709551615,0.002834761
"square_form_ii__noise_10",1,4,unary,Greedy,8,8,2,18446744073709551615,0.000457894
"square_form_ii__noise_10",1,4,horn,Greedy,8,8,2,18446744073709551615,0.001218124
"square_form_ii__noise_10",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001156884
"square_form_ii__noise_10",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.022766763
"square_form_ii__noise_10",1,4,affine,Greedy,8,8,2,18446744073709551615,0.002538068
"square_form_ii__noise_10",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000413299
"square_form_ii__noise_10",2,4,horn,Greedy,8,8,2,18446744073709551615,0.001072225
"square_form_ii__noise_10",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001188785
"square_form_ii__noise_10",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.030386584
"square_form_ii__noise_10",2,4,affine,Greedy,8,8,2,18446744073709551615,0.002512907
"square_form_ii__noise_10",3,4,unary,Greedy,8,8,2,18446744073709551615,0.00042157
"square_form_ii__noise_10",3,4,horn,Greedy,8,8,2,18446744073709551615,0.001142724
"square_form_ii__noise_10",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001172952
"square_form_ii__noise_10",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.026732849
"square_form_ii__noise_10",3,4,affine,Greedy,8,8,2,18446744073709551615,0.002550134
"square_form_ii__noise_10",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000439702
"square_form_ii__noise_10",4,4,horn,Greedy,8,8,2,18446744073709551615,0.001142701
"square_form_ii__noise_10",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001075684
"square_form_ii__noise_10",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.023422837
"square_form_ii__noise_10",4,4,affine,Greedy,8,8,2,18446744073709551615,0.002461984
"square_form_iii__noise_00",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000241623
"square_form_iii__noise_00",0,4,horn,Greedy,8,8,2,18446744073709551615,0.00038561
"square_form_iii__noise_00",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000543957
"square_form_iii__noise_00",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.002991148
"square_form_iii__noise_00",0,4,affine,Greedy,8,8,2,18446744073709551615,0.001632028
"square_form_iii__noise_00",1,4,unary,Greedy,8,8,2,18446744073709551615,0.000230611
"square_form_iii__noise_00",1,4,horn,Greedy,8,8,2,18446744073709551615,0.000367531
"square_form_iii__noise_00",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000515502
"square_form_iii__noise_00",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.003033494
"square_form_iii__noise_00",1,4,affine,Greedy,8,8,2,18446744073709551615,0.001641474
"square_form_iii__noise_00",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000251076
"square_form_iii__noise_00",2,4,horn,Greedy,8,8,2,18446744073709551615,0.000373523
"square_form_iii__noise_00",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000557328
"square_form_iii__noise_00",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.003050823
"square_form_iii__noise_00",2,4,affine,Greedy,8,8,2,18446744073709551615,0.001573591
"square_form_iii__noise_00",3,4,unary,Greedy,8,8,2,18446744073709551615,0.00022333
"square_form_iii__noise_00",3,4,horn,Greedy,8,8,2,18446744073709551615,0.000365538
"square_form_iii__noise_00",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000502838
"square_form_iii__noise_00",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.002955332
"square_form_iii__noise_00",3,4,affine,Greedy,8,8,2,18446744073709551615,0.001544157
"square_form_iii__noise_00",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000218305
"square_form_iii__noise_00",4,4,horn,Greedy,8,8,2,18446744073709551615,0.000347942
"square_form_iii__noise_00",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.00049227
"square_form_iii__noise_00",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.00296545
"square_form_iii__noise_00",4,4,affine,Greedy,8,8,2,18446744073709551615,0.001557062
"square_form_iii__noise_05",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000409528
"square_form_iii__noise_05",0,4,horn,Greedy,8,8,2,18446744073709551615,0.001056218
"square_form_iii__noise_05",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001730867
"square_form_iii__noise_05",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.027607057
"square_form_iii__noise_05",0,4,affine,Greedy,8,8,2,18446744073709551615,0.00243613
"square_form_iii__noise_05",1,4,unary,Greedy,8,8,2,18446744073709551615,0.000387353
"square_form_iii__noise_05",1,4,horn,Greedy,8,8,2,18446744073709551615,0.001016117
"square_form_iii__noise_05",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.00108723
"square_form_iii__noise_05",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.022301159
"square_form_iii__noise_05",1,4,affine,Greedy,8,8,2,18446744073709551615,0.002419958
"square_form_iii__noise_05",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000395207
"square_form_iii__noise_05",2,4,horn,Greedy,8,8,2,18446744073709551615,0.001070261
"square_form_iii__noise_05",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001091292
"square_form_iii__noise_05",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.023331127
"square_form_iii__noise_05",2,4,affine,Greedy,8,8,2,18446744073709551615,0.002364894
"square_form_iii__noise_05",3,4,unary,Greedy,8,8,2,18446744073709551615,0.000425243
"square_form_iii__noise_05",3,4,horn,Greedy,8,8,2,18446744073709551615,0.001007353
"square_form_iii__noise_05",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001161899
"square_form_iii__noise_05",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.027335664
"square_form_iii__noise_05",3,4,affine,Greedy,8,8,2,18446744073709551615,0.002587209
"square_form_iii__noise_05",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000400418
"square_form_iii__noise_05",4,4,horn,Greedy,8,8,2,18446744073709551615,0.001089548
"square_form_iii__noise_05",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001318757
"square_form_iii__noise_05",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.018060454
"square_form_iii__noise_05",4,4,affine,Greedy,8,8,2,18446744073709551615,0.002463454
"square_form_iii__noise_10",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000415441
"square_form_iii__noise_10",0,4,horn,Greedy,8,8,2,18446744073709551615,0.001036283
"square_form_iii__noise_10",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001208541
"square_form_iii__noise_10",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.0218845
"square_form_iii__noise_10",0,4,affine,Greedy,8,8,2,18446744073709551615,0.002505762
"square_form_iii__noise_10",1,4,unary,Greedy,8,8,2,18446744073709551615,0.000410873
"square_form_iii__noise_10",1,4,horn,Greedy,8,8,2,18446744073709551615,0.001128648
"square_form_iii__noise_10",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001069545
"square_form_iii__noise_10",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.025536485
"square_form_iii__noise_10",1,4,affine,Greedy,8,8,2,18446744073709551615,0.002450612
"square_form_iii__noise_10",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000415284
"square_form_iii__noise_10",2,4,horn,Greedy,8,8,2,18446744073709551615,0.00106274
"square_form_iii__noise_10",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001159985
"square_form_iii__noise_10",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.026024835
"square_form_iii__noise_10",2,4,affine,Greedy,8,8,2,18446744073709551615,0.002448721
"square_form_iii__noise_10",3,4,unary,Greedy,8,8,2,18446744073709551615,0.000411588
"square_form_iii__noise_10",3,4,horn,Greedy,8,8,2,18446744073709551615,0.001076331
"square_form_iii__noise_10",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000985965
"square_form_iii__noise_10",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.053921704
"square_form_iii__noise_10",3,4,affine,Greedy,8,8,2,18446744073709551615,0.002572128
"square_form_iii__noise_10",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000419377
"square_form_iii__noise_10",4,4,horn,Greedy,8,8,2,18446744073709551615,0.001233474
"square_form_iii__noise_10",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001157137
"square_form_iii__noise_10",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.02446104
"square_form_iii__noise_10",4,4,affine,Greedy,8,8,2,18446744073709551615,0.002634405
"unary__noise_00",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000116074
"unary__noise_00",0,4,horn,Greedy,8,8,2,18446744073709551615,0.000320343
"unary__noise_00",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.0003386
"unary__noise_00",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.002891948
"unary__noise_00",0,4,affine,Greedy,8,8,2,18446744073709551615,0.001096416
"unary__noise_00",1,4,unary,Greedy,8,8,2,18446744073709551615,0.00009975
"unary__noise_00",1,4,horn,Greedy,8,8,2,18446744073709551615,0.000347066
"unary__noise_00",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000528501
"unary__noise_00",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.002899008
"unary__noise_00",1,4,affine,Greedy,8,8,2,18446744073709551615,0.001010656
"unary__noise_00",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000093418
"unary__noise_00",2,4,horn,Greedy,8,8,2,18446744073709551615,0.000307171
"unary__noise_00",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000513289
"unary__noise_00",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.002825194
"unary__noise_00",2,4,affine,Greedy,8,8,2,18446744073709551615,0.001030228
"unary__noise_00",3,4,unary,Greedy,8,8,2,18446744073709551615,0.000094127
"unary__noise_00",3,4,horn,Greedy,8,8,2,18446744073709551615,0.00030586
"unary__noise_00",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000350884
"unary__noise_00",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.002814148
"unary__noise_00",3,4,affine,Greedy,8,8,2,18446744073709551615,0.001062043
"unary__noise_00",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000097085
"unary__noise_00",4,4,horn,Greedy,8,8,2,18446744073709551615,0.000312892
"unary__noise_00",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000337705
"unary__noise_00",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.002885571
"unary__noise_00",4,4,affine,Greedy,8,8,2,18446744073709551615,0.001058119
"unary__noise_05",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000407674
"unary__noise_05",0,4,horn,Greedy,8,8,2,18446744073709551615,0.000944669
"unary__noise_05",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001191201
"unary__noise_05",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.031312274
"unary__noise_05",0,4,affine,Greedy,8,8,2,18446744073709551615,0.002328286
"unary__noise_05",1,4,unary,Greedy,8,8,2,18446744073709551615,0.000414169
"unary__noise_05",1,4,horn,Greedy,8,8,2,18446744073709551615,0.000820959
"unary__noise_05",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000965074
"unary__noise_05",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.025805087
"unary__noise_05",1,4,affine,Greedy,8,8,2,18446744073709551615,0.002226594
"unary__noise_05",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000383702
"unary__noise_05",2,4,horn,Greedy,8,8,2,18446744073709551615,0.000854333
"unary__noise_05",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001068696
"unary__noise_05",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.025308304
"unary__noise_05",2,4,affine,Greedy,8,8,2,18446744073709551615,0.002209804
"unary__noise_05",3,4,unary,Greedy,8,8,2,18446744073709551615,0.000375918
"unary__noise_05",3,4,horn,Greedy,8,8,2,18446744073709551615,0.000919823
"unary__noise_05",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001118524
"unary__noise_05",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.023035485
"unary__noise_05",3,4,affine,Greedy,8,8,2,18446744073709551615,0.002624641
"unary__noise_05",4,4,unary,Greedy,8,8,2,18446744073709551615,0.00038025
"unary__noise_05",4,4,horn,Greedy,8,8,2,18446744073709551615,0.000909015
"unary__noise_05",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001076913
"unary__noise_05",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.02342101
"unary__noise_05",4,4,affine,Greedy,8,8,2,18446744073709551615,0.002185719
"unary__noise_10",0,4,unary,Greedy,8,8,2,18446744073709551615,0.000432111
"unary__noise_10",0,4,horn,Greedy,8,8,2,18446744073709551615,0.001018746
"unary__noise_10",0,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001092077
"unary__noise_10",0,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.029281905
"unary__noise_10",0,4,affine,Greedy,8,8,2,18446744073709551615,0.002644471
"unary__noise_10",1,4,unary,Greedy,8,8,2,18446744073709551615,0.00040388
"unary__noise_10",1,4,horn,Greedy,8,8,2,18446744073709551615,0.001027309
"unary__noise_10",1,4,antihorn,Greedy,8,8,2,18446744073709551615,0.000977125
"unary__noise_10",1,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.029079715
"unary__noise_10",1,4,affine,Greedy,8,8,2,18446744073709551615,0.002490246
"unary__noise_10",2,4,unary,Greedy,8,8,2,18446744073709551615,0.000368417
"unary__noise_10",2,4,horn,Greedy,8,8,2,18446744073709551615,0.001010758
"unary__noise_10",2,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001117566
"unary__noise_10",2,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.025979968
"unary__noise_10",2,4,affine,Greedy,8,8,2,18446744073709551615,0.002340936
"unary__noise_10",3,4,unary,Greedy,8,8,2,18446744073709551615,0.000389725
"unary__noise_10",3,4,horn,Greedy,8,8,2,18446744073709551615,0.001027899
"unary__noise_10",3,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001169318
"unary__noise_10",3,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.027636074
"unary__noise_10",3,4,affine,Greedy,8,8,2,18446744073709551615,0.002463663
"unary__noise_10",4,4,unary,Greedy,8,8,2,18446744073709551615,0.000382407
"unary__noise_10",4,4,horn,Greedy,8,8,2,18446744073709551615,0.000878203
"unary__noise_10",4,4,antihorn,Greedy,8,8,2,18446744073709551615,0.001009221
"unary__noise_10",4,4,square2cnf,Greedy,8,8,2,18446744073709551615,0.025105876
"unary__noise_10",4,4,affine,Greedy,8,8,2,18446744073709551615,0.002465086
