dataset,run,depth,method,old_theorem_certified,new_exact_theorem_certified,language_family,domain_regime,theorem_id,structural_check,backend,violation_type,violation_detail
adult_discretized,8,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
adult_discretized,8,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
adult_discretized,8,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
adult_discretized,8,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
adult_discretized,8,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
adult_discretized,8,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
adult_discretized,8,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
adult_discretized,8,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
adult_discretized,8,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
adult_discretized,8,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
adult_discretized,8,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
adult_discretized,8,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
adult_discretized,8,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
adult_discretized,9,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
adult_discretized,9,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
adult_discretized,9,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
adult_discretized,9,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
adult_discretized,9,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
adult_discretized,9,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
adult_discretized,9,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
adult_discretized,9,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
adult_discretized,9,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
adult_discretized,9,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
adult_discretized,9,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
adult_discretized,9,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
adult_discretized,9,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
adult_discretized,9,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
adult_discretized,9,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
adult_discretized,9,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,0,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,0,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,0,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,0,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,0,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,0,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,0,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,0,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,0,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,0,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,0,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,0,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,0,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,0,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,0,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,0,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,1,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,1,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,1,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,1,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,1,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,1,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,1,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,1,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,1,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,1,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,1,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,1,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,1,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,1,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,1,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,1,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,2,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,2,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,2,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,2,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,2,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,2,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,2,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,2,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,2,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,2,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,2,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,2,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,2,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,2,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,2,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,2,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,3,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,3,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,3,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,3,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,3,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,3,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,3,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,3,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,3,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,3,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,3,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,3,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,3,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,3,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,3,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,3,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,4,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,4,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,4,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,4,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,4,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,4,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,4,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,4,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,4,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,4,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,4,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,4,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,4,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,4,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,4,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,4,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,5,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,5,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,5,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,5,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,5,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,5,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,5,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,5,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,5,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,5,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,5,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,5,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,5,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,5,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,5,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,5,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,6,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,6,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,6,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,6,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,6,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,6,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,6,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,6,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,6,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,6,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,6,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,6,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,6,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,6,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,6,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,6,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,7,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,7,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,7,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,7,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,7,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,7,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,7,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,7,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,7,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,7,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,7,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,7,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,7,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,7,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,7,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,7,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,8,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,8,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,8,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,8,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,8,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,8,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,8,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,8,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,8,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,8,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,8,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,8,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,8,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,8,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,8,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,8,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,9,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,9,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,9,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,9,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,9,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,9,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,9,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,9,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,9,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
anneal,9,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
anneal,9,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
anneal,9,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
anneal,9,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
anneal,9,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,9,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
anneal,9,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,0,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
audiology,0,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
audiology,0,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
audiology,0,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
audiology,0,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
audiology,0,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,0,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,0,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,0,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
audiology,0,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
audiology,0,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
audiology,0,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
audiology,0,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
audiology,0,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,0,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,0,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,1,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
audiology,1,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
audiology,1,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
audiology,1,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
audiology,1,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
audiology,1,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,1,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,1,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,1,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
audiology,1,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
audiology,1,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
audiology,1,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
audiology,1,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
audiology,1,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,1,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,1,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,2,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
audiology,2,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
audiology,2,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
audiology,2,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
audiology,2,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
audiology,2,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,2,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,2,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,2,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
audiology,2,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
audiology,2,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
audiology,2,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
audiology,2,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
audiology,2,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,2,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,2,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,3,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
audiology,3,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
audiology,3,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
audiology,3,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
audiology,3,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
audiology,3,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,3,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,3,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,3,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
audiology,3,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
audiology,3,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
audiology,3,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
audiology,3,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
audiology,3,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
audiology,3,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
